id,sentence,difficulty,difficulty_encoded,sentence_length,word_count,average_word_length,pos_tags,unique_word_count,type_token_ratio,clause_count,long_word_count,sentence_length_words,long_sentence
476,Mais la société a évolué et si l'école ne le fait pas il y aura de plus en plus de jeunes comme ceux que décrit Mlle Lesueur.,A2,1,125,27,3.6666666666666665,"Counter({'PRON': 5, 'NOUN': 4, 'ADV': 4, 'ADP': 4, 'CCONJ': 2, 'DET': 2, 'VERB': 2, 'PROPN': 2, 'AUX': 1, 'SCONJ': 1, 'ADJ': 1, 'PUNCT': 1})",25,0.9259259259259259,0,1,27,1
477,D'où tu viens?,A1,0,14,3,4.0,"Counter({'ADP': 1, 'PRON': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",3,1.0,0,0,3,0
478,Je n'aime pas cette photo.,A1,0,26,5,4.4,"Counter({'ADV': 2, 'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",5,1.0,0,0,5,0
479,"Sa grand-mère paternelle, céramiste et proche de Léonard, est peut-être la personne qui l'initia aux arts.",C1,4,106,16,5.6875,"Counter({'NOUN': 4, 'PUNCT': 3, 'DET': 2, 'ADJ': 2, 'ADP': 2, 'PRON': 2, 'CCONJ': 1, 'PROPN': 1, 'AUX': 1, 'ADV': 1, 'VERB': 1})",16,1.0,2,7,16,1
480,"Nous nous installions dans la maison de vacances, puis nous prenions l'apéritif avec les voisins",A2,1,96,15,5.466666666666667,"Counter({'NOUN': 4, 'PRON': 3, 'ADP': 3, 'DET': 3, 'VERB': 2, 'PUNCT': 1, 'CCONJ': 1})",14,0.9333333333333333,1,4,15,0
481,Je crois que c'est surtout pour me faire plaisir.,A2,1,49,9,4.555555555555555,"Counter({'PRON': 3, 'VERB': 2, 'SCONJ': 1, 'AUX': 1, 'ADV': 1, 'ADP': 1, 'NOUN': 1, 'PUNCT': 1})",9,1.0,0,1,9,0
482,Ces chiffres sont susceptibles de varier au cours de cette année.,B2,3,65,11,5.0,"Counter({'NOUN': 4, 'ADP': 3, 'DET': 2, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",10,0.9090909090909091,0,2,11,0
483,"Le résultat de ces deux études démontrent que chez les personnes par ailleurs en bonne santé et menant un train de vie normal, les valeurs en ferritine n'influencent pas à elles seules des degrés de fatigue divers.",C2,5,214,37,4.8108108108108105,"Counter({'NOUN': 10, 'ADP': 8, 'DET': 6, 'ADJ': 4, 'VERB': 3, 'ADV': 3, 'PUNCT': 2, 'NUM': 1, 'SCONJ': 1, 'CCONJ': 1, 'PRON': 1})",33,0.8918918918918919,1,6,37,1
484,"La fenêtre s'est refermée sur ma main, ça fait mal.",B1,2,51,10,4.2,"Counter({'DET': 2, 'NOUN': 2, 'PRON': 2, 'VERB': 2, 'PUNCT': 2, 'AUX': 1, 'ADP': 1, 'ADV': 1})",10,1.0,1,1,10,0
485,Le restaurant n'est pas loin du musée du Louvre,A1,0,47,9,4.333333333333333,"Counter({'ADV': 3, 'NOUN': 2, 'ADP': 2, 'DET': 1, 'AUX': 1, 'PROPN': 1})",8,0.8888888888888888,0,1,9,0
486,"Liberté privée, ordre public: telle est l'équation fétiche des Français.",B2,3,72,10,6.3,"Counter({'NOUN': 4, 'PUNCT': 3, 'ADJ': 3, 'VERB': 1, 'AUX': 1, 'DET': 1, 'ADP': 1})",10,1.0,2,2,10,0
487,Il veut aller à la montagne,A2,1,27,6,3.6666666666666665,"Counter({'VERB': 2, 'PRON': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1})",6,1.0,0,1,6,0
488,Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux,B1,2,102,17,5.0588235294117645,"Counter({'ADP': 5, 'NOUN': 5, 'DET': 4, 'PRON': 1, 'VERB': 1, 'ADV': 1, 'ADJ': 1})",15,0.8823529411764706,0,5,17,1
489,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",C2,5,230,28,7.25,"Counter({'NOUN': 8, 'ADJ': 6, 'PUNCT': 5, 'DET': 5, 'ADP': 4, 'VERB': 3, 'PROPN': 2, 'ADV': 1, 'SCONJ': 1, 'PRON': 1})",26,0.9285714285714286,2,12,28,1
490,"Les gourmets, adeptes de bistronomie, s'en voient souvent proposé en plateau accompagné de fruits secs, voire de confiture ; un mélange sucré salé qui sied parfaitement aux apéritifs dinatoires si chers aux papilles hexagonales.",C2,5,228,34,5.735294117647059,"Counter({'NOUN': 9, 'ADP': 6, 'PUNCT': 5, 'VERB': 5, 'ADJ': 4, 'PRON': 3, 'ADV': 3, 'DET': 2, 'CCONJ': 1, 'SCONJ': 1})",31,0.9117647058823529,4,9,34,1
491,Un héritier : un héritier est une personne qui reçoit des droits ou un patrimoine après la mort d'une personne.,A2,1,111,20,4.6,"Counter({'DET': 7, 'NOUN': 7, 'PUNCT': 2, 'ADP': 2, 'AUX': 1, 'PRON': 1, 'VERB': 1, 'CCONJ': 1})",18,0.9,1,5,20,1
492,Je m'appelle Jessica,A1,0,20,3,6.0,"Counter({'PRON': 2, 'VERB': 1, 'PROPN': 1})",3,1.0,0,1,3,0
493,Je vous remercie et je vous souhaite une très bonne journée.,A2,1,60,11,4.545454545454546,"Counter({'PRON': 4, 'VERB': 2, 'CCONJ': 1, 'DET': 1, 'ADV': 1, 'ADJ': 1, 'NOUN': 1, 'PUNCT': 1})",10,0.9090909090909091,0,3,11,0
494,"On ne pouvait citer aucune action condamnable ; on ne pouvait même m'en contester quelques-unes qui semblaient annoncer de la générosité ou du dévouement ; mais on disait que j'étais un homme immoral, un homme peu sûr : deux épithètes heureusement inventées pour insinuer les faits qu'on ignore, et laisser deviner ce qu'on ne sait pas.",C2,5,336,56,5.017857142857143,"Counter({'VERB': 14, 'PRON': 12, 'NOUN': 9, 'ADV': 7, 'DET': 6, 'PUNCT': 6, 'ADJ': 3, 'ADP': 3, 'CCONJ': 3, 'SCONJ': 1, 'NUM': 1})",48,0.8571428571428571,5,12,56,1
495,Tu dois te couper les ongles.,A2,1,29,6,4.0,"Counter({'VERB': 3, 'PRON': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",6,1.0,0,0,6,0
496,"Avec la distanciation sociale, les occasions de se réunir ont également été moins fréquentes.",B2,3,93,14,5.714285714285714,"Counter({'ADP': 2, 'DET': 2, 'NOUN': 2, 'ADJ': 2, 'PUNCT': 2, 'AUX': 2, 'ADV': 2, 'PRON': 1, 'VERB': 1})",14,1.0,1,5,14,0
497,"Le dessein de lui plaire, mettant dans ma vie un nouvel intérêt, animait mon existence d'une manière inusitée.",C2,5,110,18,5.166666666666667,"Counter({'DET': 5, 'NOUN': 5, 'ADP': 3, 'ADJ': 3, 'PUNCT': 3, 'VERB': 2, 'PRON': 1})",18,1.0,2,3,18,1
498,"Comme mon père parlait toujours du côté de Méséglise comme de la plus belle vue de la plaine qu'il connût et du côté de Guermantes comme du type de paysage de rivière, je leur donnais, en les concevant ainsi comme deux entités, cette cohésion, cette unité qui n'appartiennent qu'aux créations de notre esprit ; la moindre parcelle de chacun d'eux me semblait précieuse et manifester leur excellence particulière, tandis qu'à côté d'eux, avant qu'on fût arrivé sur le sol sacré de l'un ou de l'autre, les chemins purement matériels au milieu desquels ils étaient posés comme l'idéal de la vue de plaine et l'idéal du paysage de rivière, ne valaient pas plus la peine d'être regardés que par le spectateur épris d'art dramatique les petites rues qui avoisinent un théâtre.",C2,5,770,130,4.930769230769231,"Counter({'ADP': 33, 'NOUN': 32, 'DET': 20, 'VERB': 13, 'PRON': 13, 'PUNCT': 10, 'ADV': 9, 'ADJ': 8, 'SCONJ': 5, 'CCONJ': 4, 'PROPN': 2, 'AUX': 2, 'NUM': 1})",92,0.7076923076923077,9,27,130,1
499,"Si vous voulez attendre au bar, on vous appellera quand ce sera prêt.",A2,1,69,13,4.384615384615385,"Counter({'PRON': 4, 'VERB': 3, 'SCONJ': 2, 'PUNCT': 2, 'ADP': 1, 'NOUN': 1, 'AUX': 1, 'ADJ': 1})",12,0.9230769230769231,1,2,13,0
500,"Cet emballage innovant, allié au développement des lignes de chemin de fer, permit la distribution du camembert dans d'autres régions de France, mais aussi à l'étranger.",B2,3,169,26,5.538461538461538,"Counter({'NOUN': 8, 'ADP': 8, 'DET': 4, 'PUNCT': 4, 'ADJ': 3, 'VERB': 2, 'PROPN': 1, 'CCONJ': 1, 'ADV': 1})",24,0.9230769230769231,3,7,26,1
501,"La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.",C1,4,288,42,5.880952380952381,"Counter({'PUNCT': 11, 'NOUN': 10, 'ADJ': 7, 'ADP': 6, 'DET': 5, 'ADV': 5, 'AUX': 3, 'VERB': 3, 'PRON': 2, 'CCONJ': 1})",34,0.8095238095238095,10,12,42,1
502,Il regarde la télévision.,A1,0,25,4,5.5,"Counter({'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",4,1.0,0,1,4,0
503,Le démon voulait trouver une cachette pour ne pas revoir la méchante femme.,B1,2,75,13,4.846153846153846,"Counter({'DET': 3, 'VERB': 3, 'NOUN': 2, 'ADV': 2, 'PROPN': 1, 'ADP': 1, 'ADJ': 1, 'PUNCT': 1})",13,1.0,0,2,13,0
504,Dénoncer une discrimination collectivement acceptée est difficile.,B2,3,66,7,8.571428571428571,"Counter({'NOUN': 2, 'DET': 1, 'ADV': 1, 'VERB': 1, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",7,1.0,0,5,7,0
505,je suis déjà en train de sortir du lit.,A2,1,39,9,3.4444444444444446,"Counter({'ADP': 3, 'NOUN': 2, 'PRON': 1, 'AUX': 1, 'ADV': 1, 'VERB': 1, 'PUNCT': 1})",9,1.0,0,0,9,0
506,Les églises sont animées,B2,3,24,4,5.25,"Counter({'DET': 1, 'NOUN': 1, 'AUX': 1, 'VERB': 1})",4,1.0,0,0,4,0
507,"Certains métiers vont disparaître, mais d'autres apparaître.",C2,5,60,7,7.714285714285714,"Counter({'ADJ': 3, 'VERB': 2, 'PUNCT': 2, 'PRON': 1, 'CCONJ': 1, 'DET': 1})",7,1.0,1,4,7,0
508,Mais cette révolution ne se manifeste pas seulement dans notre vie quotidienne.,B1,2,79,12,5.666666666666667,"Counter({'ADV': 3, 'DET': 2, 'NOUN': 2, 'VERB': 2, 'CCONJ': 1, 'PRON': 1, 'ADP': 1, 'PUNCT': 1})",12,1.0,0,4,12,0
509,"Rares sont celles qui, comme le basque, l'égyptien, le chinois, le grec, l'hébreu, le latin, le persan, le sanskrit, le tamoul et quelques autres ont soufflé leurs 2 000 bougies.",C1,4,178,30,4.966666666666667,"Counter({'DET': 13, 'PUNCT': 10, 'NOUN': 8, 'ADJ': 3, 'AUX': 2, 'PROPN': 2, 'PRON': 1, 'SCONJ': 1, 'CCONJ': 1, 'VERB': 1})",24,0.8,9,6,30,1
510,"Il a une longue expérience dans un grand nombre de restaurants, mais moins en restauration collective.",B1,2,102,16,5.4375,"Counter({'NOUN': 4, 'ADJ': 3, 'ADP': 3, 'DET': 2, 'PUNCT': 2, 'PRON': 1, 'VERB': 1, 'CCONJ': 1, 'ADV': 1})",16,1.0,1,4,16,1
511,"C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo.",B1,2,102,17,5.0588235294117645,"Counter({'PRON': 4, 'VERB': 3, 'AUX': 2, 'PROPN': 2, 'ADP': 2, 'DET': 2, 'NOUN': 2, 'ADJ': 2, 'PUNCT': 2})",17,1.0,1,2,17,1
512,"Un seigneur quelque peu infernal les attire, un sourire dangereux les trouble.",C1,4,78,12,5.583333333333333,"Counter({'DET': 4, 'NOUN': 4, 'ADV': 2, 'ADJ': 2, 'PUNCT': 2})",11,0.9166666666666666,1,4,12,0
513,"Néanmoins, l'existence d'êtres divins n'étant pas un fait prouvé on peut rester sceptique sur les origines du travail relatées précédemment",C2,5,139,20,6.0,"Counter({'NOUN': 6, 'ADV': 4, 'VERB': 4, 'DET': 3, 'ADP': 3, 'PUNCT': 1, 'AUX': 1, 'PRON': 1, 'ADJ': 1})",20,1.0,1,6,20,1
514,Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des Peaux Rouges.,C1,4,131,25,4.28,"Counter({'ADP': 9, 'NOUN': 9, 'DET': 2, 'VERB': 2, 'NUM': 1, 'ADJ': 1, 'PROPN': 1, 'PUNCT': 1})",22,0.88,0,3,25,1
515,"Suen (Liebowitz, 2000), sont éloquents sur la dispersion et la variété des modes de mesure de ce type en cours aujourd'hui dans les entreprises",C2,5,143,24,5.0,"Counter({'NOUN': 7, 'ADP': 6, 'PUNCT': 4, 'DET': 4, 'PROPN': 2, 'NUM': 1, 'AUX': 1, 'ADJ': 1, 'CCONJ': 1, 'ADV': 1})",22,0.9166666666666666,2,5,24,1
516,"Les égouts soufflaient par leurs bouches de granit leurs haleines empestées, et les cuisines souterraines jetaient à la rue, par leurs fenêtres basses, les miasmes infâmes des eaux de vaisselle et des vieilles sauces.",C2,5,217,34,5.411764705882353,"Counter({'NOUN': 11, 'DET': 7, 'ADP': 7, 'PUNCT': 4, 'ADJ': 4, 'VERB': 3, 'CCONJ': 2})",27,0.7941176470588235,3,9,34,1
517,Qu'est-ce que tu regardes ?,A1,0,27,5,4.6,"Counter({'PRON': 3, 'AUX': 1, 'SCONJ': 1, 'ADP': 1, 'PUNCT': 1})",5,1.0,0,2,5,0
518,C'est pour moi une grande déception de ne pas pouvoir vous accueillir à Zurich,B1,2,78,14,4.642857142857143,"Counter({'PRON': 3, 'ADP': 3, 'NOUN': 2, 'ADV': 2, 'VERB': 2, 'AUX': 1, 'DET': 1, 'ADJ': 1})",14,1.0,0,2,14,0
519,"Au Nord la forêt, au Sud de hautes montagnes les séparaient presque entièrement du reste du monde.",B2,3,98,17,4.823529411764706,"Counter({'ADP': 5, 'NOUN': 5, 'DET': 2, 'PUNCT': 2, 'ADV': 2, 'PROPN': 1, 'ADJ': 1, 'VERB': 1})",16,0.9411764705882353,1,3,17,1
520,Il n'y a pas beaucoup de voitures donc il n'y a pas d'embouteillage,B1,2,67,13,4.230769230769231,"Counter({'ADV': 6, 'PRON': 4, 'VERB': 2, 'ADP': 2, 'NOUN': 2})",10,0.7692307692307693,0,3,13,0
521,"Certaines entreprises refusent systématiquement les quinquas, s'insurge Danièle Lepeu, qui dirige l'agence seniors de la société de travail temporaire Adecco, à Boulogne-Billancourt.",C1,4,182,22,7.318181818181818,"Counter({'NOUN': 6, 'PROPN': 5, 'DET': 4, 'PUNCT': 4, 'VERB': 3, 'ADP': 3, 'PRON': 2, 'ADJ': 2, 'ADV': 1})",21,0.9545454545454546,3,9,22,1
522,"Ce soir, il perd de sa puissance",A2,1,32,7,3.7142857142857144,"Counter({'DET': 2, 'NOUN': 2, 'PUNCT': 1, 'PRON': 1, 'VERB': 1, 'ADP': 1})",7,1.0,1,1,7,0
523,Il y a un nouveau film avec son acteur préféré,A2,1,46,10,3.7,"Counter({'PRON': 2, 'DET': 2, 'ADJ': 2, 'NOUN': 2, 'VERB': 1, 'ADP': 1})",10,1.0,0,0,10,0
524,Ma mère m'a exceptionnellement laissé boire du vin chaud même si je n'ai normalement pas le droit,B1,2,97,17,4.764705882352941,"Counter({'ADV': 5, 'NOUN': 4, 'DET': 2, 'PRON': 2, 'AUX': 2, 'VERB': 2, 'ADP': 1, 'SCONJ': 1})",17,1.0,0,2,17,1
525,"J'ai pas peur de dire ""non"" après c'est vraiment une question de feeling",A2,1,72,13,4.615384615384615,"Counter({'ADV': 3, 'NOUN': 3, 'ADP': 3, 'PRON': 2, 'AUX': 2, 'PUNCT': 2, 'VERB': 1, 'DET': 1})",12,0.9230769230769231,0,2,13,0
526,Il hochait la tête doucement tout en regardant mon avion.,B1,2,57,10,4.8,"Counter({'PRON': 2, 'VERB': 2, 'DET': 2, 'NOUN': 2, 'ADV': 1, 'ADP': 1, 'PUNCT': 1})",10,1.0,0,2,10,0
527,"700 000 tonnes de couches usagées sont jetées chaque année au Japon, ce qui représente jusqu'à 25 % des déchets incinérés dans certaines communes.",B2,3,146,24,5.125,"Counter({'NOUN': 6, 'ADP': 6, 'DET': 4, 'VERB': 4, 'PUNCT': 2, 'PRON': 2, 'AUX': 1, 'PROPN': 1, 'NUM': 1})",24,1.0,1,4,24,1
528,"Dans le centre de la ville, il y a un très joli quartier, plein de magasins chics et de bons restaurants",A1,0,104,21,4.0,"Counter({'ADJ': 5, 'ADP': 4, 'NOUN': 4, 'DET': 3, 'PUNCT': 2, 'PRON': 2, 'VERB': 1, 'ADV': 1, 'CCONJ': 1})",19,0.9047619047619048,2,3,21,1
529,"Bonjour. Puis-je avoir votre passeport et votre billet, s'il-vous-plaît ?",A1,0,73,10,6.4,"Counter({'NOUN': 4, 'PROPN': 3, 'PUNCT': 3, 'CCONJ': 2, 'PRON': 2, 'DET': 2, 'VERB': 1, 'SCONJ': 1})",9,0.9,1,3,10,0
530,"Toutes ces données indiquent ""que le problème de la malnutrition devient plus complexe et que les stratégies de lutte des pays et des organisations internationales devront s'attaquer au triple fardeau qui pèse désormais sur les pays en développement : les maladies infectieuses, les carences alimentaires et les maladies chroniques liées à la surcharge pondérale"", précise Francis Delpeuch.",C1,4,390,57,5.859649122807017,"Counter({'NOUN': 15, 'DET': 9, 'VERB': 8, 'ADP': 8, 'ADJ': 6, 'PUNCT': 6, 'CCONJ': 3, 'SCONJ': 2, 'ADV': 2, 'PRON': 2, 'PROPN': 2})",46,0.8070175438596491,3,19,57,1
531,"C'est pourquoi, dans le désert, les premiers déplacements s'effectuent tôt le matin, avant 8 h 30, pour profiter de la fraîcheur persistante de la nuit.",B2,3,152,25,5.12,"Counter({'NOUN': 7, 'PUNCT': 5, 'ADP': 5, 'DET': 5, 'VERB': 3, 'PRON': 2, 'ADV': 2, 'NUM': 2, 'ADJ': 1})",22,0.88,4,7,25,1
532,"Et puis surtout, j'attendais ton arrivée",A2,1,40,6,5.833333333333333,"Counter({'ADJ': 3, 'CCONJ': 2, 'ADV': 1, 'PUNCT': 1, 'PRON': 1})",6,1.0,1,2,6,0
533,Les ressources disponibles en ligne peuvent faciliter l'apprentissage des lycéens.,B2,3,82,10,7.3,"Counter({'NOUN': 4, 'DET': 2, 'ADP': 2, 'VERB': 2, 'ADJ': 1, 'PUNCT': 1})",10,1.0,0,5,10,0
534,Ne renonce jamais aux cruautés qui vivifient la passion et lui redonnent du lustre.,C1,4,83,14,5.0,"Counter({'ADV': 3, 'NOUN': 3, 'VERB': 2, 'ADP': 2, 'PRON': 2, 'DET': 1, 'CCONJ': 1, 'PUNCT': 1})",14,1.0,0,3,14,0
535,Il n'est pas fatigué et décide de marcher jusqu'à Notre Dame de la Garde,B1,2,72,14,4.214285714285714,"Counter({'ADP': 4, 'VERB': 3, 'ADV': 2, 'DET': 2, 'PROPN': 2, 'PRON': 1, 'AUX': 1, 'CCONJ': 1})",13,0.9285714285714286,0,0,14,0
536,"Pour les habitants des quartiers historiques, la vie n'est plus la même : les rues pleines de touristes perdent peu à peu leurs magasins de quartier.",B1,2,149,26,4.769230769230769,"Counter({'NOUN': 8, 'ADP': 5, 'DET': 5, 'ADV': 4, 'PUNCT': 3, 'VERB': 2, 'ADJ': 2})",22,0.8461538461538461,2,6,26,1
537,Disons que la coopération fait partie de l'arsenal pédagogique des élèves.,C1,4,74,11,5.818181818181818,"Counter({'NOUN': 5, 'DET': 2, 'ADP': 2, 'PRON': 1, 'VERB': 1, 'ADJ': 1, 'PUNCT': 1})",11,1.0,0,3,11,0
538,Eus-tu sorti les abats congelés du frigo hier soir afin qu'ils soient à température ambiantes pour le repas de ce midi ?,C1,4,120,22,4.5,"Counter({'NOUN': 7, 'ADP': 4, 'ADV': 3, 'DET': 3, 'VERB': 2, 'PROPN': 1, 'SCONJ': 1, 'PRON': 1, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",22,1.0,0,3,22,1
539,Il est très satisfait de votre travail.,B1,2,39,7,4.714285714285714,"Counter({'PRON': 1, 'AUX': 1, 'ADV': 1, 'ADJ': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",7,1.0,0,2,7,0
540,Virginie adore les vacances à la mer,A1,0,36,7,4.285714285714286,"Counter({'NOUN': 2, 'DET': 2, 'VERB': 1, 'ADP': 1, 'ADJ': 1})",7,1.0,0,2,7,0
541,"J'ai déjà pris l'avion car nous sommes allés à Rome en Italie, il y a deux ans",A1,0,78,17,3.6470588235294117,"Counter({'PRON': 4, 'VERB': 3, 'AUX': 2, 'NOUN': 2, 'ADP': 2, 'PROPN': 2, 'ADV': 1, 'DET': 1, 'CCONJ': 1, 'PUNCT': 1, 'NUM': 1})",17,1.0,1,0,17,1
542,Une deuxième balle fit étinceler le pavé à côté de lui.,B2,3,55,11,4.090909090909091,"Counter({'NOUN': 3, 'DET': 2, 'VERB': 2, 'ADP': 2, 'ADJ': 1, 'PRON': 1, 'PUNCT': 1})",11,1.0,0,2,11,0
543,"Si l'épicerie de quartier avait été ouverte en ce jour congé, comme indiqué sur le panneau informatif nous aurions acheté du lait et du sirop d'érable pour préparer du pain perdu aux enfants.",B2,3,191,33,4.818181818181818,"Counter({'ADP': 10, 'NOUN': 9, 'VERB': 6, 'DET': 3, 'AUX': 2, 'ADJ': 2, 'PUNCT': 2, 'SCONJ': 1, 'PRON': 1, 'CCONJ': 1})",31,0.9393939393939394,1,6,33,1
544,"Dès sa mise sous tension, un ordinateur exécute, l'une après l'autre, des instructions qui lui font lire, manipuler, puis réécrire un ensemble de données déterminées par une mémoire morte d'amorçage.",C2,5,199,30,5.666666666666667,"Counter({'DET': 8, 'NOUN': 8, 'ADP': 6, 'PUNCT': 6, 'VERB': 5, 'PRON': 3, 'ADJ': 2, 'CCONJ': 1})",29,0.9666666666666667,5,10,30,1
545,Elle a 20 ans,A1,0,13,4,2.5,"Counter({'PRON': 1, 'AUX': 1, 'NUM': 1, 'NOUN': 1})",4,1.0,0,0,4,0
546,Une étude montre que ce vaccin offre un taux de protection élevé qui permet d'éviter l'hospitalisation.,B2,3,103,16,5.5,"Counter({'NOUN': 5, 'DET': 4, 'VERB': 3, 'ADJ': 2, 'ADP': 2, 'SCONJ': 1, 'PRON': 1, 'PUNCT': 1})",16,1.0,0,3,16,1
547,"En même temps que les idées, la mode, les critères de comportement social, empruntés à la France, vont peu à peu façonner la société policée de l'Europe continentale et même dans une certaine mesure de l'Angleterre.",C2,5,215,36,5.0,"Counter({'NOUN': 8, 'DET': 8, 'ADP': 7, 'PUNCT': 5, 'VERB': 4, 'ADJ': 3, 'PROPN': 3, 'ADV': 3, 'SCONJ': 1, 'CCONJ': 1})",28,0.7777777777777778,4,8,36,1
548,"Elle prendra un pseudonyme masculin pour poursuivre ses travaux qui, revisités il y a peu, ont montré qu'elle avait imaginé les prémisses des travaux de Poincaré.",B2,3,162,26,5.269230769230769,"Counter({'PRON': 5, 'VERB': 5, 'NOUN': 5, 'DET': 3, 'ADP': 3, 'PUNCT': 3, 'AUX': 2, 'ADJ': 1, 'ADV': 1, 'SCONJ': 1, 'PROPN': 1})",25,0.9615384615384616,2,6,26,1
549,"Désolé pour le retard, nous sommes très occupés ce soir.",A2,1,56,10,4.7,"Counter({'NOUN': 3, 'DET': 2, 'PUNCT': 2, 'ADP': 1, 'PRON': 1, 'AUX': 1, 'ADV': 1, 'VERB': 1})",10,1.0,1,0,10,0
550,Je suis allée voir un film d'humour en plein air avec mon petit copain.,A2,1,71,14,4.142857142857143,"Counter({'NOUN': 4, 'ADP': 3, 'VERB': 2, 'DET': 2, 'ADJ': 2, 'PRON': 1, 'AUX': 1, 'PUNCT': 1})",14,1.0,0,1,14,0
551,Celle‐ci est idéalement réduite dans la mesure du possible à travers la définition de critères de classification clairs et par la triangulation des points de vue des experts du domaine.,B2,3,185,30,5.2,"Counter({'NOUN': 11, 'ADP': 10, 'DET': 3, 'ADJ': 2, 'ADV': 1, 'AUX': 1, 'VERB': 1, 'CCONJ': 1, 'PUNCT': 1})",24,0.8,0,8,30,1
552,Je ne suis jamais content.,A1,0,26,5,4.4,"Counter({'ADV': 3, 'PRON': 1, 'AUX': 1, 'PUNCT': 1})",5,1.0,0,1,5,0
553,Très bonne journée à toi !,A1,0,26,6,3.5,"Counter({'NOUN': 2, 'ADV': 1, 'ADJ': 1, 'ADP': 1, 'PUNCT': 1})",6,1.0,0,0,6,0
554,Il doit se dépêcher pour ne pas être en retard à l'école.,A2,1,62,12,4.25,"Counter({'VERB': 3, 'PRON': 2, 'ADP': 2, 'ADV': 2, 'NOUN': 2, 'ADJ': 1, 'DET': 1, 'PUNCT': 1})",12,1.0,0,2,12,0
555,"Si j'appuie là, c'est douleureux.",A2,1,33,5,5.8,"Counter({'PRON': 2, 'PUNCT': 2, 'SCONJ': 1, 'VERB': 1, 'ADV': 1, 'AUX': 1, 'ADJ': 1})",5,1.0,1,2,5,0
556,"Je dirais qu'Andy Warhol est l'artiste le plus complexe, multi-facettes et révolutionnaire de ces soixante dernières années.",B2,3,124,17,6.352941176470588,"Counter({'VERB': 3, 'DET': 3, 'NOUN': 3, 'PROPN': 2, 'ADJ': 2, 'PUNCT': 2, 'PRON': 1, 'SCONJ': 1, 'AUX': 1, 'ADV': 1, 'CCONJ': 1, 'ADP': 1})",17,1.0,1,6,17,1
557,"Ils ont quitté en urgence leur maison, à l'approche des flammes et ont décidé de dormir dans leur voiture très équipée",B1,2,118,21,4.666666666666667,"Counter({'NOUN': 6, 'ADP': 5, 'DET': 3, 'AUX': 2, 'VERB': 2, 'PRON': 1, 'PUNCT': 1, 'CCONJ': 1, 'ADV': 1, 'PROPN': 1})",19,0.9047619047619048,1,1,21,1
558,Elle était heureuse,A2,1,19,3,5.666666666666667,"Counter({'PRON': 1, 'AUX': 1, 'VERB': 1})",3,1.0,0,1,3,0
559,"La seconde modernité y adjoint un individualisme plus concret qui valorise la construction des identités de chacun et de chacune, puisque l'émancipation des femmes ressortit de cette période.",C1,4,191,28,5.857142857142857,"Counter({'NOUN': 8, 'DET': 5, 'ADP': 5, 'PRON': 4, 'VERB': 3, 'PUNCT': 2, 'ADJ': 1, 'ADV': 1, 'CCONJ': 1, 'SCONJ': 1})",25,0.8928571428571429,1,9,28,1
560,Il achète des légumes et des fruits.,A1,0,36,7,4.285714285714286,"Counter({'NOUN': 2, 'PRON': 1, 'VERB': 1, 'DET': 1, 'CCONJ': 1, 'ADP': 1, 'PUNCT': 1})",6,0.8571428571428571,0,0,7,0
561,Nous sommes en retard.,A1,0,22,4,4.75,"Counter({'PRON': 1, 'AUX': 1, 'ADP': 1, 'NOUN': 1, 'PUNCT': 1})",4,1.0,0,0,4,0
562,"Aussitôt installés derrière nos pupitres, nous commençâmes la discussion thématique inscrite à l'ordre du jour.",C2,5,111,15,6.466666666666667,"Counter({'NOUN': 4, 'VERB': 3, 'ADP': 3, 'DET': 3, 'PUNCT': 2, 'ADV': 1, 'PRON': 1, 'ADJ': 1})",15,1.0,1,8,15,0
563,"Il existera bien sûr des moyens détournés de tricher, mais l'accent sera mis sur la dissuasion, à la manière des contrôles antidopage, l'autre condition étant évidemment d'imaginer des sujets qui ne se prêtent pas au copier-coller.",B2,3,231,36,5.444444444444445,"Counter({'NOUN': 10, 'VERB': 7, 'DET': 6, 'ADP': 6, 'ADV': 4, 'PUNCT': 4, 'PRON': 3, 'ADJ': 2, 'AUX': 2, 'CCONJ': 1})",33,0.9166666666666666,3,11,36,1
